osm_id,code,fclass,name
9458656588,2593,vending_any,
9458656589,2902,bench,
9458658519,2902,bench,
9458658526,2902,bench,
9458658527,2902,bench,
9458658528,2902,bench,
9458658539,2593,vending_any,
9458662563,2902,bench,
9458736225,2902,bench,
9458752393,2592,vending_parking,
9458752394,2592,vending_parking,
9458754637,2593,vending_any,
9458754661,2593,vending_any,
9458754662,2083,kindergarten,Kita Puumaja
9458799879,2701,tourist_info,
9458799880,2701,tourist_info,
9458799881,2701,tourist_info,
9458824518,2901,toilet,
9458904782,2031,recycling_glass,
9458911119,2544,furniture_shop,
9458911120,2201,theatre,Scala Wetzikon
9458989640,2701,tourist_info,
9459047818,2701,tourist_info,
9459150980,2902,bench,
9459150981,2902,bench,
9459150982,2902,bench,
9459150983,2902,bench,
9459150984,2902,bench,
9459163288,2721,attraction,
9459412694,2202,nightclub,Darling Club
9459433792,2202,nightclub,Hype Club
9459667339,2593,vending_any,
9459671668,2906,waste_basket,
9459674360,2906,waste_basket,
9459675222,2205,playground,
9459676235,2593,vending_any,
9459684571,2902,bench,
9459866036,2301,restaurant,Bualino
9460050152,2906,waste_basket,
9460050153,2902,bench,
9460050169,2902,bench,
9460061217,2302,fast_food,Crazy Burger
9460065917,2302,fast_food,Giga Tacos
9460165617,2501,supermarket,Ungarischer Feinkostladen
9460211917,2012,community_centre,Bärenmatte Kultur- und Kongresszentrum
9460223943,2902,bench,
9460229917,2120,doctors,Kinderarztpraxis Suhrepark AG
9460238738,2906,waste_basket,
9460241042,2906,waste_basket,
9460495889,2902,bench,
9460495890,2593,vending_any,Robidog
9460495891,2701,tourist_info,Hier Wurden Tümpel Geschaffen
9460495894,2902,bench,
9460495895,2902,bench,
9460495896,2701,tourist_info,Naturschutzgebiet
9460495897,2701,tourist_info,"Naturschutzgebiet ""Bachtele"""
9460495898,2902,bench,
9460531751,2902,bench,
9460531752,2902,bench,
9460556557,2902,bench,
9460556561,2902,bench,
9460556571,2902,bench,
9460556572,2902,bench,
9460556573,2902,bench,
9460608196,2902,bench,
9460608249,2902,bench,
9460692615,2901,toilet,
9460710567,2742,viewpoint,Point de vue sur le Rhône
9460741968,2701,tourist_info,
9460812634,2906,waste_basket,
9460812635,2701,tourist_info,
9460812636,2593,vending_any,
9460812645,2902,bench,
9460816931,2723,monument,Kalkofen
9461091300,2593,vending_any,
9461091301,2902,bench,
9461114710,2902,bench,
9461124918,2902,bench,
9461124919,2902,bench,
9461124920,2902,bench,
9461124932,2902,bench,
9461124936,2902,bench,
9461124979,2252,pitch,
9461125000,2592,vending_parking,
9461145002,2593,vending_any,
9461145004,2593,vending_any,
9461147956,2906,waste_basket,
9461147957,2902,bench,
9461147958,2902,bench,
9461147959,2902,bench,
9461147960,2902,bench,
9461147961,2902,bench,
9461147962,2902,bench,
9461147963,2902,bench,
9461147964,2902,bench,
9461156429,2902,bench,
9461156430,2593,vending_any,
9461156432,2902,bench,
9461161255,2906,waste_basket,
9461161256,2902,bench,
9461161257,2902,bench,
9461161258,2902,bench,
9461211297,2902,bench,
9461211303,2902,bench,
9461248341,2701,tourist_info,
9461249676,2701,tourist_info,
9461252935,2903,drinking_water,
9461272751,2701,tourist_info,Holaasfluh
9461296761,2701,tourist_info,Ober Holaas
9461296782,2903,drinking_water,
9461328769,2511,convenience,ortimo
9461328770,2512,clothes,Specimen Style Co.
9461348117,2593,vending_any,
9461348118,2031,recycling_glass,
9461348120,2004,post_box,
9461356357,2005,post_office,Filiale Porrentruy
9461390073,2902,bench,
9461390089,2593,vending_any,
9461390090,2906,waste_basket,
9461390103,2005,post_office,Filiale Bonfol
9461390105,2004,post_box,
9461390114,2734,wayside_cross,
9461394259,2701,tourist_info,
9461457642,2906,waste_basket,
9461457643,2902,bench,
9461558127,2701,tourist_info,
9461622220,2742,viewpoint,
9461698158,2901,toilet,
9461751448,2701,tourist_info,Pra-de-Villard - Vente directe à la ferme
9462061442,2906,waste_basket,
9462065692,2906,waste_basket,
9462072498,2906,waste_basket,
9462076615,2902,bench,
9462079837,2906,waste_basket,
9462080787,2593,vending_any,
9462082366,2906,waste_basket,
9462407843,2902,bench,
9462473437,2301,restaurant,Carbonia
9462638840,2732,ruins,Four à chaux
9462813717,2902,bench,
9462813718,2902,bench,
9463153860,2012,community_centre,Castelmont
9463261631,2902,bench,
9463261632,2906,waste_basket,
9463261633,2593,vending_any,
9463261635,2906,waste_basket,
9463261636,2906,waste_basket,
9463261639,2906,waste_basket,
9463261643,2906,waste_basket,
9463261644,2906,waste_basket,
9463261645,2901,toilet,
9463261646,2901,toilet,
9463261647,2906,waste_basket,
9463261661,2593,vending_any,
9463261663,2906,waste_basket,
9463261665,2593,vending_any,
9463317895,2902,bench,
9463317896,2902,bench,
9463317911,2902,bench,
9463317912,2902,bench,
9463317913,2902,bench,
9463327338,2902,bench,
9463327339,2906,waste_basket,
9463568824,2120,doctors,CMI : Centre médical Intercommunal Crans
9463570887,2701,tourist_info,
9463570888,2701,tourist_info,
9463603379,2701,tourist_info,
9463603380,2701,tourist_info,
9463657552,2593,vending_any,
9463657559,2004,post_box,
9463732949,2902,bench,
9463732950,2906,waste_basket,
9463732951,2902,bench,
9463732952,2902,bench,
9463732953,2902,bench,
9463780267,2033,recycling_clothes,
9463780268,2033,recycling_clothes,
9463780269,2033,recycling_clothes,
9463780270,2033,recycling_clothes,
9463780272,2906,waste_basket,
9464111143,2701,tourist_info,
9464122906,2902,bench,
9464255217,2301,restaurant,Surang
9464265180,2701,tourist_info,Naturschutzgebiet und Trockenstandort Chirchhölzli
9464281670,2301,restaurant,Theo's Gastropub
9464301936,2011,embassy,Consulat général du Pérou
9464374246,2011,embassy,Generalkonsulat von Peru
9464473461,2602,atm,
9464473462,2602,atm,
9464473463,2601,bank,Migros Bank
9465407330,2701,tourist_info,
9465448845,2902,bench,
9465448846,2593,vending_any,
9465448869,2906,waste_basket,
9465448870,2902,bench,
9465659413,2111,clinic,Check-up Zentrum Hirslanden Zürich
9465818968,2031,recycling_glass,
9466121502,2541,car_dealership,Auto Luserte - Concessionario Ford
9466121504,2541,car_dealership,Auto Luserte - Concessionario Mitsubishi
9466168144,2701,tourist_info,
9466568880,2301,restaurant,Iheimisch
9466582832,2902,bench,
9466867013,2902,bench,
9466867014,2902,bench,
9466867015,2902,bench,
9466867016,2902,bench,
9466898774,2529,beauty_shop,Mai Nails
9466922517,2902,bench,
9466922518,2902,bench,
9466922519,2902,bench,
9466922520,2902,bench,
9466922521,2902,bench,
9466922522,2902,bench,
9466922523,2902,bench,
9466922524,2902,bench,
9466922525,2902,bench,
9466922559,2725,artwork,
9466922560,2725,artwork,
9467075801,2404,guesthouse,Maison du Prieur
9467125799,2904,fountain,
9467128803,2512,clothes,Bijou
9467128805,2512,clothes,Marc O'Polo
9467128806,2512,clothes,PKZ Men
9467128809,2512,clothes,Levi's
9467128810,2512,clothes,Companys
9467270060,2902,bench,
9467302317,2305,bar,Britannia Pub
9468498813,2721,attraction,Luegibodenblock
9468533774,2902,bench,
9468533775,2906,waste_basket,
9468633222,2906,waste_basket,
9468743333,2907,camera_surveillance,
9468758291,2902,bench,
9468758293,2902,bench,
9468758294,2906,waste_basket,
9468758298,2902,bench,
9468758299,2906,waste_basket,
9468758301,2902,bench,
9468887463,2902,bench,
9468926927,2301,restaurant,öffentliches Personalrestaurant
9468926928,2301,restaurant,Öffentliches Personalrestaurant
9468926929,2301,restaurant,öffentliches Personalrestaurant
9468935718,2252,pitch,
9468964973,2111,clinic,Praxis Ogimatte
9469191254,2962,water_well,
9469194414,2902,bench,
9469288178,2907,camera_surveillance,
9469346550,2902,bench,
9469385926,2906,waste_basket,
9469385929,2906,waste_basket,
9469597805,2902,bench,
9469597806,2902,bench,
9469597809,2906,waste_basket,
9469597810,2906,waste_basket,
9469597811,2906,waste_basket,
9469597812,2906,waste_basket,
9469597813,2906,waste_basket,
9469597814,2906,waste_basket,
9469597815,2906,waste_basket,
9469597816,2906,waste_basket,
9469617175,2902,bench,
9469617176,2906,waste_basket,
9469667218,2902,bench,
9469969364,2518,beverages,Ullrich
9469969366,2517,shoe_shop,Tschümperlin
9469969367,2512,clothes,Bayard
9469969368,2520,jeweller,Swarovski
9469969369,2512,clothes,Only
9469969370,2512,clothes,Triumph
9470018883,2602,atm,
9470018885,2602,atm,
9470813868,2602,atm,
9471287842,2030,recycling,Gezner Récupération
9471869594,2901,toilet,
9472061894,2030,recycling,
9472116344,2701,tourist_info,Axpo gehört den Kantonen
9472116349,2701,tourist_info,Klimaschonender Strommix
9472116350,2701,tourist_info,Die Schweiz ist auf Importe angewiesen
9472116351,2902,bench,
9472116358,2701,tourist_info,
9472116360,2701,tourist_info,Axpo auf einen Blick
9472116361,2701,tourist_info,Gemeinsam haben wir mehr Energie
9472116363,2701,tourist_info,
9472582918,2561,hairdresser,Drycut
9472582921,2302,fast_food,Waffel Star
9472582922,2101,pharmacy,Westside
9472582923,2520,jeweller,Lovisa
9472582925,2302,fast_food,Subway
9472582926,2303,cafe,Coffee Fellows
9472582928,2302,fast_food,Glory Donuts
9472582931,2512,clothes,Guess
9473599614,2701,tourist_info,Langnauer Waldlehrpfad
9473712233,2742,viewpoint,
9473736238,2120,doctors,Arzt-Praxis ST Med am Sternen
9473736245,2120,doctors,Arzt-Praxis ST Med am Central
9473839907,2593,vending_any,
9473872753,2903,drinking_water,
9474056277,2301,restaurant,Seerestaurant Bellevue
9474248281,2902,bench,
9474248282,2906,waste_basket,
9474255864,2725,artwork,
9474255865,2902,bench,
9474255866,2906,waste_basket,
9474255867,2906,waste_basket,
9474255870,2701,tourist_info,
9474306160,2602,atm,
9474316252,2406,chalet,Chalet Marguerite
9474317590,2406,chalet,Chalet sur Piste
9474317913,2301,restaurant,Hôtel du Barrage
9474317913,2401,hotel,Hôtel du Barrage
9474318258,2406,chalet,
9475958584,2701,tourist_info,
9476139582,2701,tourist_info,
9476140018,2701,tourist_info,
9476140019,2701,tourist_info,
9476225509,2303,cafe,Cha Yii
9476232000,2421,shelter,Waldhütte Bowald
9476373862,2593,vending_any,
9476383806,2701,tourist_info,
